Idioma,Nombre idioma,Grupo/página,Ruta exacta,ID hallazgo,Prioridad,Clasificación,Error o incoherencia,Valor actual,Valor correcto/esperado,Corrección a realizar,Evidencia,Estado,Fuente
NL,Neerlandés,PRICES,nl/Prices/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
NL,Neerlandés,QUADS,nl/quads/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
NL,Neerlandés,ROLLERBLADES,nl/rollerblades/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
NL,Neerlandés,SCOOTER,nl/scooter/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
NL,Neerlandés,SKATEBOARD,nl/skateboard/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
PT,Portugués,BIKE,pt/bike/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
PT,Portugués,BLOG_50CC_VS_125CC,pt/blog/50cc-vs-125cc-scooter-rental-barcelona/index.html,,,,SIN CORRECCIONES DEMOSTRADAS EXCEPTO IMÁGENES,,,,,SIN ACCIÓN NO-IMAGEN,Auditoría forense
PT,Portugués,BLOG_BEGINNER_INLINE,pt/blog/patinagem-inline-barcelona-iniciantes/index.html,,,,SIN CORRECCIONES DEMOSTRADAS EXCEPTO IMÁGENES,,,,,SIN ACCIÓN NO-IMAGEN,Auditoría forense
PT,Portugués,BLOG_BEST_ROUTES,pt/blog/best-rollerblading-routes-barcelona/index.html,,,,SIN CORRECCIONES DEMOSTRADAS EXCEPTO IMÁGENES,,,,,SIN ACCIÓN NO-IMAGEN,Auditoría forense
PT,Portugués,BLOG_BIKE,pt/blog/bike/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
PT,Portugués,BLOG_HOURLY_INLINE_RENTAL,pt/blog/aluguer-patins-linha-barcelona-a-hora/index.html,,,,SIN CORRECCIONES DEMOSTRADAS EXCEPTO IMÁGENES,,,,,SIN ACCIÓN NO-IMAGEN,Auditoría forense
PT,Portugués,BLOG_INDEX,pt/blog/index.html,,,,SIN CORRECCIONES DEMOSTRADAS EXCEPTO IMÁGENES,,,,,SIN ACCIÓN NO-IMAGEN,Auditoría forense
PT,Portugués,BLOG_INLINE_SKATES,pt/blog/inline-skates/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
PT,Portugués,BLOG_LONGBOARD,pt/blog/longboard/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
PT,Portugués,BLOG_ROLLER_SKATES,pt/blog/roller-skates/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
PT,Portugués,BLOG_SCOOTER,pt/blog/scooter/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
PT,Portugués,BLOG_SKATEBOARD,pt/blog/skateboard/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
PT,Portugués,HOME,pt/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
PT,Portugués,LOCATION_CONTACT,pt/location-contact/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
PT,Portugués,LONGBOARD,pt/longboard/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
PT,Portugués,PRICES,pt/Prices/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
PT,Portugués,QUADS,pt/quads/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
PT,Portugués,ROLLERBLADES,pt/rollerblades/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
PT,Portugués,SCOOTER,pt/scooter/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
PT,Portugués,SKATEBOARD,pt/skateboard/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
CA,Catalán,BIKE,cat/bike/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
CA,Catalán,BLOG_50CC_VS_125CC,cat/blog/50cc-vs-125cc-scooter-rental-barcelona/index.html,,,,SIN CORRECCIONES DEMOSTRADAS EXCEPTO IMÁGENES,,,,,SIN ACCIÓN NO-IMAGEN,Auditoría forense
CA,Catalán,BLOG_BEGINNER_INLINE,cat/blog/patinar-linia-barcelona-principiants/index.html,,,,SIN CORRECCIONES DEMOSTRADAS EXCEPTO IMÁGENES,,,,,SIN ACCIÓN NO-IMAGEN,Auditoría forense
CA,Catalán,BLOG_BEST_ROUTES,cat/blog/best-rollerblading-routes-barcelona/index.html,,,,SIN CORRECCIONES DEMOSTRADAS EXCEPTO IMÁGENES,,,,,SIN ACCIÓN NO-IMAGEN,Auditoría forense
CA,Catalán,BLOG_BIKE,cat/blog/bike/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
CA,Catalán,BLOG_HOURLY_INLINE_RENTAL,cat/blog/lloguer-patins-linia-barcelona-per-hores/index.html,,,,SIN CORRECCIONES DEMOSTRADAS EXCEPTO IMÁGENES,,,,,SIN ACCIÓN NO-IMAGEN,Auditoría forense
CA,Catalán,BLOG_INDEX,cat/blog/index.html,,,,SIN CORRECCIONES DEMOSTRADAS EXCEPTO IMÁGENES,,,,,SIN ACCIÓN NO-IMAGEN,Auditoría forense
CA,Catalán,BLOG_INLINE_SKATES,cat/blog/inline-skates/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
CA,Catalán,BLOG_LONGBOARD,cat/blog/longboard/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
CA,Catalán,BLOG_ROLLER_SKATES,cat/blog/roller-skates/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
CA,Catalán,BLOG_SCOOTER,cat/blog/scooter/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
CA,Catalán,BLOG_SKATEBOARD,cat/blog/skateboard/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
CA,Catalán,HOME,cat/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
CA,Catalán,LOCATION_CONTACT,cat/location-contact/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
CA,Catalán,LONGBOARD,cat/longboard/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
CA,Catalán,PRICES,cat/Prices/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
CA,Catalán,QUADS,cat/quads/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
CA,Catalán,ROLLERBLADES,cat/rollerblades/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
CA,Catalán,SCOOTER,cat/scooter/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
CA,Catalán,SKATEBOARD,cat/skateboard/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
SV,Sueco,BIKE,sv/bike/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
SV,Sueco,BLOG_50CC_VS_125CC,sv/blog/50cc-vs-125cc-scooter-rental-barcelona/index.html,,,,SIN CORRECCIONES DEMOSTRADAS EXCEPTO IMÁGENES,,,,,SIN ACCIÓN NO-IMAGEN,Auditoría forense
SV,Sueco,BLOG_BEGINNER_INLINE,sv/blog/inline-skating-barcelona-nyborjare/index.html,,,,SIN CORRECCIONES DEMOSTRADAS EXCEPTO IMÁGENES,,,,,SIN ACCIÓN NO-IMAGEN,Auditoría forense
SV,Sueco,BLOG_BEST_ROUTES,sv/blog/best-rollerblading-routes-barcelona/index.html,,,,SIN CORRECCIONES DEMOSTRADAS EXCEPTO IMÁGENES,,,,,SIN ACCIÓN NO-IMAGEN,Auditoría forense
SV,Sueco,BLOG_BIKE,sv/blog/bike/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
SV,Sueco,BLOG_HOURLY_INLINE_RENTAL,sv/blog/hyra-inlines-barcelona-per-timme/index.html,,,,SIN CORRECCIONES DEMOSTRADAS EXCEPTO IMÁGENES,,,,,SIN ACCIÓN NO-IMAGEN,Auditoría forense
SV,Sueco,BLOG_INDEX,sv/blog/index.html,,,,SIN CORRECCIONES DEMOSTRADAS EXCEPTO IMÁGENES,,,,,SIN ACCIÓN NO-IMAGEN,Auditoría forense
SV,Sueco,BLOG_INLINE_SKATES,sv/blog/inline-skates/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
SV,Sueco,BLOG_LONGBOARD,sv/blog/longboard/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
SV,Sueco,BLOG_ROLLER_SKATES,sv/blog/roller-skates/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
SV,Sueco,BLOG_SCOOTER,sv/blog/scooter/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
SV,Sueco,BLOG_SKATEBOARD,sv/blog/skateboard/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
SV,Sueco,HOME,sv/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
