Idioma,Grupo de página,Ruta HTML exacta,Imagen referenciada,src,width declarado,height declarado,Anchura física real,Altura física real,Relación declarada,Relación física,Error exacto,Corrección necesaria,Ruta física de imagen,Diferencia ratio (%),Fuente
CA,PRICES,cat/Prices/index.html,rsb-bike-rental-shop-olympic-village-barcelona.webp,https://rentalscooterbarcelona.com/images/rsb-bike-rental-shop-olympic-village-barcelona.webp,1200,675,480,720,1.777778,0.666667,Relación declarada difiere 166.67% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""480"" height=""720"", validando CSS.",images/rsb-bike-rental-shop-olympic-village-barcelona.webp,166.6667,RSB-002 · ZIP auditado + dimensiones físicas
CA,PRICES,cat/Prices/index.html,rsb-barcelona-rental-hero-group-beach-800-v1.webp,https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-800-v1.webp,1600,899,800,437,1.779755,1.830664,Relación declarada difiere 2.78% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""437"", validando CSS.",images/rsb-barcelona-rental-hero-group-beach-800-v1.webp,2.7809,RSB-002 · ZIP auditado + dimensiones físicas
CA,ROLLERBLADES,cat/rollerblades/index.html,rsb-rollerblades-rental-barcelona-hero-group-beach-1600-v1.webp,https://rentalscooterbarcelona.com/images/rsb-rollerblades-rental-barcelona-hero-group-beach-1600-v1.webp,1600,900,1600,874,1.777778,1.830664,Relación declarada difiere 2.89% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""1600"" height=""874"", validando CSS.",images/rsb-rollerblades-rental-barcelona-hero-group-beach-1600-v1.webp,2.8889,RSB-002 · ZIP auditado + dimensiones físicas
CA,ROLLERBLADES,cat/rollerblades/index.html,rsb-rollerblades-rental-barcelona-hero-group-beach-1600-v1.webp,https://rentalscooterbarcelona.com/images/rsb-rollerblades-rental-barcelona-hero-group-beach-1600-v1.webp,1600,900,1600,874,1.777778,1.830664,Relación declarada difiere 2.89% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""1600"" height=""874"", validando CSS.",images/rsb-rollerblades-rental-barcelona-hero-group-beach-1600-v1.webp,2.8889,RSB-002 · ZIP auditado + dimensiones físicas
CA,ROLLERBLADES,cat/rollerblades/index.html,rsb-bike-rental-shop-olympic-village-barcelona.webp,https://rentalscooterbarcelona.com/images/rsb-bike-rental-shop-olympic-village-barcelona.webp,1200,675,480,720,1.777778,0.666667,Relación declarada difiere 166.67% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""480"" height=""720"", validando CSS.",images/rsb-bike-rental-shop-olympic-village-barcelona.webp,166.6667,RSB-002 · ZIP auditado + dimensiones físicas
CA,LOCATION_CONTACT,cat/location-contact/index.html,rsb-rental-scooter-barcelona-shop-vila-olimpica.webp,https://rentalscooterbarcelona.com/images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp,1200,800,585,594,1.5,0.984848,Relación declarada difiere 52.31% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""585"" height=""594"", validando CSS.",images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp,52.3077,RSB-002 · ZIP auditado + dimensiones físicas
CA,BLOG_INDEX,cat/blog/index.html,rsb-barcelona-rental-hero-group-beach-1600-v1.webp,https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp,1600,900,1600,874,1.777778,1.830664,Relación declarada difiere 2.89% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""1600"" height=""874"", validando CSS.",images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp,2.8889,RSB-002 · ZIP auditado + dimensiones físicas
CA,SCOOTER,cat/scooter/index.html,rsb-scooter-rental-barcelona-hero-group-v1-1536.webp,https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-hero-group-v1-1536.webp,1536,864,1536,672,1.777778,2.285714,Relación declarada difiere 22.22% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""1536"" height=""672"", validando CSS.",images/rsb-scooter-rental-barcelona-hero-group-v1-1536.webp,22.2222,RSB-002 · ZIP auditado + dimensiones físicas
CA,SCOOTER,cat/scooter/index.html,rsb-rental-scooter-barcelona-shop-vila-olimpica.webp,https://rentalscooterbarcelona.com/images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp,1200,675,585,594,1.777778,0.984848,Relación declarada difiere 80.51% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""585"" height=""594"", validando CSS.",images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp,80.5128,RSB-002 · ZIP auditado + dimensiones físicas
CA,LONGBOARD,cat/longboard/index.html,rsb-longboard-rental-barcelona-hero-group-beach-1600-v1.webp,https://rentalscooterbarcelona.com/images/rsb-longboard-rental-barcelona-hero-group-beach-1600-v1.webp,1600,900,1600,1066,1.777778,1.500938,Relación declarada difiere 18.44% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""1600"" height=""1066"", validando CSS.",images/rsb-longboard-rental-barcelona-hero-group-beach-1600-v1.webp,18.4444,RSB-002 · ZIP auditado + dimensiones físicas
CA,LONGBOARD,cat/longboard/index.html,rsb-longboard-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-longboard-rental-barcelona-vila-olimpica-800.webp,1200,675,800,478,1.777778,1.67364,Relación declarada difiere 6.22% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""478"", validando CSS.",images/rsb-longboard-rental-barcelona-vila-olimpica-800.webp,6.2222,RSB-002 · ZIP auditado + dimensiones físicas
CA,LONGBOARD,cat/longboard/index.html,rsb-bike-rental-shop-olympic-village-barcelona.webp,https://rentalscooterbarcelona.com/images/rsb-bike-rental-shop-olympic-village-barcelona.webp,1200,675,480,720,1.777778,0.666667,Relación declarada difiere 166.67% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""480"" height=""720"", validando CSS.",images/rsb-bike-rental-shop-olympic-village-barcelona.webp,166.6667,RSB-002 · ZIP auditado + dimensiones físicas
CA,BLOG_BEST_ROUTES,cat/blog/best-rollerblading-routes-barcelona/index.html,rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,1600,900,800,533,1.777778,1.500938,Relación declarada difiere 18.44% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""533"", validando CSS.",images/rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,18.4444,RSB-002 · ZIP auditado + dimensiones físicas
CA,BLOG_ROLLER_SKATES,cat/blog/roller-skates/index.html,rsb-quad-skates-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-quad-skates-rental-barcelona-vila-olimpica-800.webp,1600,900,800,533,1.777778,1.500938,Relación declarada difiere 18.44% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""533"", validando CSS.",images/rsb-quad-skates-rental-barcelona-vila-olimpica-800.webp,18.4444,RSB-002 · ZIP auditado + dimensiones físicas
CA,BLOG_SKATEBOARD,cat/blog/skateboard/index.html,rsb-skateboard-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-skateboard-rental-barcelona-vila-olimpica-800.webp,1600,900,800,360,1.777778,2.222222,Relación declarada difiere 20.00% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""360"", validando CSS.",images/rsb-skateboard-rental-barcelona-vila-olimpica-800.webp,20,RSB-002 · ZIP auditado + dimensiones físicas
CA,BLOG_INLINE_SKATES,cat/blog/inline-skates/index.html,rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,1600,900,800,533,1.777778,1.500938,Relación declarada difiere 18.44% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""533"", validando CSS.",images/rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,18.4444,RSB-002 · ZIP auditado + dimensiones físicas
CA,BLOG_BIKE,cat/blog/bike/index.html,rsb-bike-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-bike-rental-barcelona-vila-olimpica-800.webp,1600,900,800,533,1.777778,1.500938,Relación declarada difiere 18.44% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""533"", validando CSS.",images/rsb-bike-rental-barcelona-vila-olimpica-800.webp,18.4444,RSB-002 · ZIP auditado + dimensiones físicas
CA,BLOG_BEGINNER_INLINE,cat/blog/patinar-linia-barcelona-principiants/index.html,rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,1600,900,800,533,1.777778,1.500938,Relación declarada difiere 18.44% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""533"", validando CSS.",images/rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,18.4444,RSB-002 · ZIP auditado + dimensiones físicas
CA,BLOG_50CC_VS_125CC,cat/blog/50cc-vs-125cc-scooter-rental-barcelona/index.html,rsb-scooter-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-vila-olimpica-800.webp,1600,900,800,936,1.777778,0.854701,Relación declarada difiere 108.00% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""936"", validando CSS.",images/rsb-scooter-rental-barcelona-vila-olimpica-800.webp,108,RSB-002 · ZIP auditado + dimensiones físicas
CA,BLOG_HOURLY_INLINE_RENTAL,cat/blog/lloguer-patins-linia-barcelona-per-hores/index.html,rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,1600,900,800,533,1.777778,1.500938,Relación declarada difiere 18.44% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""533"", validando CSS.",images/rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,18.4444,RSB-002 · ZIP auditado + dimensiones físicas
CA,BLOG_SCOOTER,cat/blog/scooter/index.html,rsb-scooter-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-vila-olimpica-800.webp,1600,900,800,936,1.777778,0.854701,Relación declarada difiere 108.00% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""936"", validando CSS.",images/rsb-scooter-rental-barcelona-vila-olimpica-800.webp,108,RSB-002 · ZIP auditado + dimensiones físicas
CA,BLOG_LONGBOARD,cat/blog/longboard/index.html,rsb-longboard-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-longboard-rental-barcelona-vila-olimpica-800.webp,1600,900,800,478,1.777778,1.67364,Relación declarada difiere 6.22% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""478"", validando CSS.",images/rsb-longboard-rental-barcelona-vila-olimpica-800.webp,6.2222,RSB-002 · ZIP auditado + dimensiones físicas
EN,BLOG_BEST_ROUTES,blog/best-rollerblading-routes-barcelona/index.html,rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,1600,900,800,533,1.777778,1.500938,Relación declarada difiere 18.44% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""533"", validando CSS.",images/rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,18.4444,RSB-002 · ZIP auditado + dimensiones físicas
EN,BLOG_ROLLER_SKATES,blog/roller-skates/index.html,rsb-quad-skates-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-quad-skates-rental-barcelona-vila-olimpica-800.webp,1600,900,800,533,1.777778,1.500938,Relación declarada difiere 18.44% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""533"", validando CSS.",images/rsb-quad-skates-rental-barcelona-vila-olimpica-800.webp,18.4444,RSB-002 · ZIP auditado + dimensiones físicas
EN,BLOG_BEGINNER_INLINE,blog/beginner-inline-skating-barcelona/index.html,rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,1600,900,800,533,1.777778,1.500938,Relación declarada difiere 18.44% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""533"", validando CSS.",images/rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,18.4444,RSB-002 · ZIP auditado + dimensiones físicas
EN,BLOG_SKATEBOARD,blog/skateboard/index.html,rsb-skateboard-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-skateboard-rental-barcelona-vila-olimpica-800.webp,1600,900,800,360,1.777778,2.222222,Relación declarada difiere 20.00% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""360"", validando CSS.",images/rsb-skateboard-rental-barcelona-vila-olimpica-800.webp,20,RSB-002 · ZIP auditado + dimensiones físicas
EN,BLOG_INLINE_SKATES,blog/inline-skates/index.html,rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,1600,900,800,533,1.777778,1.500938,Relación declarada difiere 18.44% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""533"", validando CSS.",images/rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,18.4444,RSB-002 · ZIP auditado + dimensiones físicas
EN,BLOG_BIKE,blog/bike/index.html,rsb-bike-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-bike-rental-barcelona-vila-olimpica-800.webp,1600,900,800,533,1.777778,1.500938,Relación declarada difiere 18.44% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""533"", validando CSS.",images/rsb-bike-rental-barcelona-vila-olimpica-800.webp,18.4444,RSB-002 · ZIP auditado + dimensiones físicas
EN,BLOG_50CC_VS_125CC,blog/50cc-vs-125cc-scooter-rental-barcelona/index.html,rsb-scooter-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-vila-olimpica-800.webp,1600,900,800,936,1.777778,0.854701,Relación declarada difiere 108.00% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""936"", validando CSS.",images/rsb-scooter-rental-barcelona-vila-olimpica-800.webp,108,RSB-002 · ZIP auditado + dimensiones físicas
EN,BLOG_HOURLY_INLINE_RENTAL,blog/hourly-inline-skate-rental-barcelona/index.html,rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,1600,900,800,533,1.777778,1.500938,Relación declarada difiere 18.44% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""533"", validando CSS.",images/rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,18.4444,RSB-002 · ZIP auditado + dimensiones físicas
EN,BLOG_SCOOTER,blog/scooter/index.html,rsb-scooter-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-vila-olimpica-800.webp,1600,900,800,936,1.777778,0.854701,Relación declarada difiere 108.00% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""936"", validando CSS.",images/rsb-scooter-rental-barcelona-vila-olimpica-800.webp,108,RSB-002 · ZIP auditado + dimensiones físicas
EN,BLOG_LONGBOARD,blog/longboard/index.html,rsb-longboard-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-longboard-rental-barcelona-vila-olimpica-800.webp,1600,900,800,478,1.777778,1.67364,Relación declarada difiere 6.22% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""478"", validando CSS.",images/rsb-longboard-rental-barcelona-vila-olimpica-800.webp,6.2222,RSB-002 · ZIP auditado + dimensiones físicas
FR,SKATEBOARD,fr/skateboard/index.html,rsb-skateboard-rental-barcelona-hero-group-beach-1600-v1.webp,https://rentalscooterbarcelona.com/images/rsb-skateboard-rental-barcelona-hero-group-beach-1600-v1.webp,1600,900,1600,1066,1.777778,1.500938,Relación declarada difiere 18.44% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""1600"" height=""1066"", validando CSS.",images/rsb-skateboard-rental-barcelona-hero-group-beach-1600-v1.webp,18.4444,RSB-002 · ZIP auditado + dimensiones físicas
FR,SKATEBOARD,fr/skateboard/index.html,rsb-skateboard-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-skateboard-rental-barcelona-vila-olimpica-800.webp,1200,675,800,360,1.777778,2.222222,Relación declarada difiere 20.00% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""360"", validando CSS.",images/rsb-skateboard-rental-barcelona-vila-olimpica-800.webp,20,RSB-002 · ZIP auditado + dimensiones físicas
FR,SKATEBOARD,fr/skateboard/index.html,rsb-bike-rental-shop-olympic-village-barcelona.webp,https://rentalscooterbarcelona.com/images/rsb-bike-rental-shop-olympic-village-barcelona.webp,1200,675,480,720,1.777778,0.666667,Relación declarada difiere 166.67% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""480"" height=""720"", validando CSS.",images/rsb-bike-rental-shop-olympic-village-barcelona.webp,166.6667,RSB-002 · ZIP auditado + dimensiones físicas
FR,QUADS,fr/quads/index.html,rsb-bike-rental-shop-olympic-village-barcelona.webp,https://rentalscooterbarcelona.com/images/rsb-bike-rental-shop-olympic-village-barcelona.webp,1200,675,480,720,1.777778,0.666667,Relación declarada difiere 166.67% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""480"" height=""720"", validando CSS.",images/rsb-bike-rental-shop-olympic-village-barcelona.webp,166.6667,RSB-002 · ZIP auditado + dimensiones físicas
FR,BIKE,fr/bike/index.html,rsb-bike-rental-shop-olympic-village-barcelona.webp,https://rentalscooterbarcelona.com/images/rsb-bike-rental-shop-olympic-village-barcelona.webp,1200,675,480,720,1.777778,0.666667,Relación declarada difiere 166.67% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""480"" height=""720"", validando CSS.",images/rsb-bike-rental-shop-olympic-village-barcelona.webp,166.6667,RSB-002 · ZIP auditado + dimensiones físicas
FR,PRICES,fr/Prices/index.html,rsb-barcelona-rental-hero-group-beach-800-v1.webp,https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-800-v1.webp,800,449,800,437,1.781737,1.830664,Relación declarada difiere 2.67% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""437"", validando CSS.",images/rsb-barcelona-rental-hero-group-beach-800-v1.webp,2.6726,RSB-002 · ZIP auditado + dimensiones físicas
FR,PRICES,fr/Prices/index.html,rsb-scooter-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-vila-olimpica-800.webp,800,533,800,936,1.500938,0.854701,Relación declarada difiere 75.61% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""936"", validando CSS.",images/rsb-scooter-rental-barcelona-vila-olimpica-800.webp,75.6098,RSB-002 · ZIP auditado + dimensiones físicas
FR,PRICES,fr/Prices/index.html,rsb-skateboard-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-skateboard-rental-barcelona-vila-olimpica-800.webp,800,533,800,360,1.500938,2.222222,Relación declarada difiere 32.46% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""360"", validando CSS.",images/rsb-skateboard-rental-barcelona-vila-olimpica-800.webp,32.4578,RSB-002 · ZIP auditado + dimensiones físicas
FR,PRICES,fr/Prices/index.html,rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-640.webp,https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-640.webp,1200,800,640,336,1.5,1.904762,Relación declarada difiere 21.25% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""640"" height=""336"", validando CSS.",images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-640.webp,21.25,RSB-002 · ZIP auditado + dimensiones físicas
FR,PRICES,fr/Prices/index.html,rsb-bike-rental-shop-olympic-village-barcelona.webp,https://rentalscooterbarcelona.com/images/rsb-bike-rental-shop-olympic-village-barcelona.webp,1200,675,480,720,1.777778,0.666667,Relación declarada difiere 166.67% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""480"" height=""720"", validando CSS.",images/rsb-bike-rental-shop-olympic-village-barcelona.webp,166.6667,RSB-002 · ZIP auditado + dimensiones físicas
FR,PRICES,fr/Prices/index.html,rsb-barcelona-rental-hero-group-beach-800-v1.webp,https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-800-v1.webp,1600,899,800,437,1.779755,1.830664,Relación declarada difiere 2.78% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""437"", validando CSS.",images/rsb-barcelona-rental-hero-group-beach-800-v1.webp,2.7809,RSB-002 · ZIP auditado + dimensiones físicas
FR,ROLLERBLADES,fr/rollerblades/index.html,rsb-rollerblades-rental-barcelona-hero-group-beach-1600-v1.webp,https://rentalscooterbarcelona.com/images/rsb-rollerblades-rental-barcelona-hero-group-beach-1600-v1.webp,1600,900,1600,874,1.777778,1.830664,Relación declarada difiere 2.89% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""1600"" height=""874"", validando CSS.",images/rsb-rollerblades-rental-barcelona-hero-group-beach-1600-v1.webp,2.8889,RSB-002 · ZIP auditado + dimensiones físicas
FR,ROLLERBLADES,fr/rollerblades/index.html,rsb-rollerblades-rental-barcelona-hero-group-beach-1600-v1.webp,https://rentalscooterbarcelona.com/images/rsb-rollerblades-rental-barcelona-hero-group-beach-1600-v1.webp,1600,900,1600,874,1.777778,1.830664,Relación declarada difiere 2.89% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""1600"" height=""874"", validando CSS.",images/rsb-rollerblades-rental-barcelona-hero-group-beach-1600-v1.webp,2.8889,RSB-002 · ZIP auditado + dimensiones físicas
FR,ROLLERBLADES,fr/rollerblades/index.html,rsb-bike-rental-shop-olympic-village-barcelona.webp,https://rentalscooterbarcelona.com/images/rsb-bike-rental-shop-olympic-village-barcelona.webp,1200,675,480,720,1.777778,0.666667,Relación declarada difiere 166.67% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""480"" height=""720"", validando CSS.",images/rsb-bike-rental-shop-olympic-village-barcelona.webp,166.6667,RSB-002 · ZIP auditado + dimensiones físicas
FR,LOCATION_CONTACT,fr/location-contact/index.html,rsb-rental-scooter-barcelona-shop-vila-olimpica.webp,https://rentalscooterbarcelona.com/images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp,1200,800,585,594,1.5,0.984848,Relación declarada difiere 52.31% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""585"" height=""594"", validando CSS.",images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp,52.3077,RSB-002 · ZIP auditado + dimensiones físicas
FR,BLOG_INDEX,fr/blog/index.html,rsb-barcelona-rental-hero-group-beach-1600-v1.webp,https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp,1600,900,1600,874,1.777778,1.830664,Relación declarada difiere 2.89% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""1600"" height=""874"", validando CSS.",images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp,2.8889,RSB-002 · ZIP auditado + dimensiones físicas
FR,SCOOTER,fr/scooter/index.html,rsb-scooter-rental-barcelona-hero-group-v1-1536.webp,https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-hero-group-v1-1536.webp,1536,864,1536,672,1.777778,2.285714,Relación declarada difiere 22.22% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""1536"" height=""672"", validando CSS.",images/rsb-scooter-rental-barcelona-hero-group-v1-1536.webp,22.2222,RSB-002 · ZIP auditado + dimensiones físicas
FR,SCOOTER,fr/scooter/index.html,rsb-rental-scooter-barcelona-shop-vila-olimpica.webp,https://rentalscooterbarcelona.com/images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp,1200,675,585,594,1.777778,0.984848,Relación declarada difiere 80.51% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""585"" height=""594"", validando CSS.",images/rsb-rental-scooter-barcelona-shop-vila-olimpica.webp,80.5128,RSB-002 · ZIP auditado + dimensiones físicas
FR,LONGBOARD,fr/longboard/index.html,rsb-longboard-rental-barcelona-hero-group-beach-1600-v1.webp,https://rentalscooterbarcelona.com/images/rsb-longboard-rental-barcelona-hero-group-beach-1600-v1.webp,1600,900,1600,1066,1.777778,1.500938,Relación declarada difiere 18.44% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""1600"" height=""1066"", validando CSS.",images/rsb-longboard-rental-barcelona-hero-group-beach-1600-v1.webp,18.4444,RSB-002 · ZIP auditado + dimensiones físicas
FR,LONGBOARD,fr/longboard/index.html,rsb-longboard-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-longboard-rental-barcelona-vila-olimpica-800.webp,1200,675,800,478,1.777778,1.67364,Relación declarada difiere 6.22% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""478"", validando CSS.",images/rsb-longboard-rental-barcelona-vila-olimpica-800.webp,6.2222,RSB-002 · ZIP auditado + dimensiones físicas
FR,LONGBOARD,fr/longboard/index.html,rsb-bike-rental-shop-olympic-village-barcelona.webp,https://rentalscooterbarcelona.com/images/rsb-bike-rental-shop-olympic-village-barcelona.webp,1200,675,480,720,1.777778,0.666667,Relación declarada difiere 166.67% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""480"" height=""720"", validando CSS.",images/rsb-bike-rental-shop-olympic-village-barcelona.webp,166.6667,RSB-002 · ZIP auditado + dimensiones físicas
FR,BLOG_BEST_ROUTES,fr/blog/best-rollerblading-routes-barcelona/index.html,rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,https://rentalscooterbarcelona.com/images/rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,1600,900,800,533,1.777778,1.500938,Relación declarada difiere 18.44% de la relación física,"Usar dimensiones coherentes con el recurso físico; referencia directa: width=""800"" height=""533"", validando CSS.",images/rsb-inline-skates-rental-barcelona-vila-olimpica-800.webp,18.4444,RSB-002 · ZIP auditado + dimensiones físicas
